comment,sentiment_score,usefulness_score,usefulness_mentioned
Brilliant! Love the travel hack,0.46,0.64,0
Decent knitting,-0.04,0.44,0
Genius idea. I learned something new — productivity 😅,0.92,0.93,1
Crystal clear. Exactly what I needed — budget meal,0.93,1.0,1
Super helpful! Love the music cover 😅,0.59,0.98,0
Genius idea. Bookmarked for later — cat video,0.6,0.77,1
Mixed feelings. somewhat useful for budget meal 📚,-0.03,0.54,1
Overhyped. This won’t work — language lesson,-0.49,0.28,1
Crystal clear! Love the motivation,0.98,1.0,0
Terrible explanation. This won’t work — knitting 😍,-0.69,0.22,1
Clickbait. Missing steps — coding,-0.8,0.29,1
Clickbait. Useless — mindfulness 😭,-0.72,0.21,1
Okay I guess finance advice,0.3,0.34,0
Waste of time. Not useful — life hack,-0.93,0.29,1
Overhyped. This won’t work — travel hack,-1.0,0.23,1
Boring basketball highlight ✨,-0.41,0.1,0
This made my day! Love the cooking fail 👍,0.77,0.73,0
Not helpful. Not helpful at all — cleaning hack,-0.81,0.02,1
Wholesome. Explained so well — motivation 🔥,0.83,0.76,1
Inspiring! Love the home decor,0.73,0.75,0
Wholesome. I learned something new — photography,0.55,0.9,1
Confusing workout,-0.57,0.07,0
Crystal clear. I learned something new — budget meal 💪,0.84,0.72,1
Genius idea. Super useful — budget meal 🔥,0.9,0.86,1
Crystal clear. Very helpful — thrifting 🧠,0.62,0.82,1
Super helpful! Love the street food 🐱,0.98,0.66,0
Chef’s kiss! Love the tutorial 😬,0.71,0.92,0
Not bad crypto explainer,-0.07,0.7,0
Clickbait. Didn’t help — tech unboxing,-0.24,0.02,1
Very entertaining. I can finally do this — study tips 😬,0.76,0.99,1
Cringe. Didn’t explain the why — art timelapse 👎,-0.51,0.1,1
Genius idea. This answered my question — product review,0.5,0.73,1
I’ll try this movie recap 😬,0.2,0.6,0
Misleading. Not helpful at all — fashion haul,-0.65,0.19,1
Thanks for sharing. somewhat useful for home decor 💪,0.21,0.51,1
Very entertaining. Explained so well — movie recap,0.64,0.86,1
Not helpful. Not helpful at all — car mod 👏,-0.27,0.26,1
Inspiring. Clear and useful — finance advice 🐶,0.92,0.92,1
Interesting tutorial,0.11,0.6,0
So good!! Love the art timelapse 🧠,0.78,0.9,0
Mixed feelings. kinda helpful for productivity 🎵,-0.14,0.46,1
Genius idea. I can finally do this — basketball highlight 💯,0.78,0.72,1
Okay I guess. somewhat useful for street food 🍳,0.28,0.45,1
Super helpful. Saved me time — street food,0.84,0.96,1
Impressive work. This answered my question — makeup 😬,0.8,0.75,1
Loved this. Exactly what I needed — coding 💯,0.57,1.0,1
Misleading. Useless — knitting 📚,-0.45,0.25,1
Super helpful. Saved me time — coding,0.58,0.82,1
Hmm. somewhat useful for prank,0.29,0.68,1
Annoying. Not useful — resume tips 😬,-0.79,0.18,1
Interesting. somewhat useful for AI demo 🐶,0.12,0.56,1
Amazing content. This helped a lot — study tips 🤔,0.91,0.85,1
Misleading history fact,-0.6,0.2,0
Brilliant. Useful for beginners — study tips 💯,0.74,0.76,1
Chef’s kiss. Saved me time — study tips 👍,0.78,0.91,1
So good!. Bookmarked for later — college vlog 👍,0.7,0.78,1
Too fast. Didn’t explain the why — resume tips,-0.4,0.28,1
Solid advice. This helped a lot — car mod 😬,0.61,0.83,1
Low effort product review,-0.92,0.19,0
Decent tutorial,0.05,0.54,0
Impressive work! Love the workout,0.75,0.71,0
Brilliant. Super useful — movie recap ✨,0.89,0.82,1
I’ll try this history fact 👏,0.08,0.42,0
Very entertaining. Explained so well — cat video,0.73,0.86,1
This made my day. Exactly what I needed — workout,0.94,0.85,1
Could be better. somewhat useful for coding,0.28,0.4,1
Waste of time basketball highlight ✨,-0.68,0.35,0
Decent. somewhat useful for cleaning hack,0.24,0.65,1
Misleading book review 😍,-0.33,0.24,0
Decent movie recap 🐱,0.23,0.56,0
Life-changing tip. I learned something new — dance,0.53,0.84,1
This is gold. Explained so well — movie recap,0.69,0.77,1
Hmm. kinda helpful for dance,0.0,0.67,1
Could be better AI demo,0.21,0.31,0
Mixed feelings travel hack,0.25,0.56,0
Okay I guess dance,0.05,0.66,0
I’ll try this cooking fail 😍,-0.15,0.53,0
Decent. kinda helpful for language lesson 😴,0.07,0.41,1
I’ll try this history fact,0.27,0.67,0
Impressive work! Love the product review 🔥,0.73,0.66,0
Cringe nail art 🐱,-0.57,0.26,0
Clickbait art timelapse 🍳,-0.68,0.25,0
Could be better thrifting ✨,-0.1,0.65,0
I learned a lot. Useful for beginners — travel hack,0.56,0.82,1
So good!. Very helpful — language lesson 🐱,0.81,0.83,1
Brilliant. Clear and useful — comedy skit,0.53,0.7,1
Genius idea. Super useful — AI demo,0.93,0.77,1
Hilarious! Love the gaming clip 😅,0.76,0.66,0
Could be better mindfulness 🎵,0.2,0.43,0
Hmm workout 👍,0.09,0.58,0
Mixed feelings. somewhat useful for knitting,0.04,0.68,1
Misleading. Didn’t learn anything — life hack 💯,-0.33,0.15,1
Overhyped. Didn’t explain the why — street food,-0.95,0.15,1
Overhyped cat video 🍳,-0.43,0.14,0
I didn’t get it. This won’t work — cat video,-0.43,0.1,1
Boring tutorial 👎,-0.23,0.1,0
Loved this. Very helpful — coding,0.55,0.76,1
Amazing content. This helped a lot — resume tips ✨,1.0,0.83,1
Kinda useful. kinda helpful for photography,-0.04,0.62,1
Waste of time mindfulness,-0.54,0.18,0
Boring hair tutorial,-0.61,0.25,0
Kinda useful. somewhat useful for AI demo 🔥,0.28,0.49,1
Thanks for sharing. somewhat useful for motivation,-0.06,0.7,1
Solid advice! Love the car mod 👎,0.99,0.8,0
So good!. Useful for beginners — tech unboxing 📚,0.86,0.73,1
Super helpful. Very helpful — college vlog,0.51,0.77,1
Low effort. Didn’t explain the why — home decor 😍,-0.35,0.02,1
Chef’s kiss! Love the productivity 💯,0.59,0.89,0
Brilliant! Love the fashion haul,0.65,0.83,0
Wholesome! Love the music cover,0.95,0.79,0
This made my day. Helped me fix it — crypto explainer,0.67,0.71,1
Impressive work! Love the music cover 🙌,0.95,0.82,0
Amazing content. Practical tip — book review,0.72,0.74,1
So good!. Super useful — knitting 🐱,0.69,0.89,1
Chef’s kiss. I can finally do this — street food 👍,0.96,0.76,1
Could be better nail art,0.27,0.56,0
I’ll try this. kinda helpful for language lesson,0.12,0.41,1
Kinda useful history fact 😍,0.24,0.68,0
Decent photography 🍳,0.09,0.51,0
Hilarious! Love the skincare,0.56,0.95,0
Thanks for sharing history fact 😍,-0.12,0.47,0
Terrible explanation. Still confused — life hack 😍,-0.88,0.02,1
Boring. Zero value — college vlog 💯,-0.46,0.04,1
Confusing comedy skit,-0.22,0.2,0
Brilliant. Bookmarked for later — tutorial,0.81,0.83,1
Impressive work! Love the budget meal,0.98,0.7,0
Too fast photography,-0.48,0.37,0
Terrible explanation AI demo,-0.26,0.2,0
This is gold. I can finally do this — prank 😂,0.94,0.88,1
Too fast. Didn’t help — history fact,-0.85,0.08,1
Too fast book review 😅,-0.42,0.04,0
Well explained. Taking notes — cat video,0.91,0.86,1
Confusing productivity,-0.38,0.38,0
Inspiring. This helped a lot — dog video,0.98,0.97,1
Chef’s kiss! Love the dog video,0.98,0.93,0
Genius idea. This answered my question — comedy skit 🧠,0.89,0.76,1
Thanks for sharing cat video,0.22,0.52,0
Too slow. Zero value — nail art,-0.31,0.12,1
Very entertaining. Taking notes — workout 👍,0.86,0.81,1
Low effort gaming clip 🐱,-0.92,0.2,0
Genius idea! Love the recipe,0.58,0.97,0
Not bad. kinda helpful for ASMR 💪,-0.13,0.56,1
Annoying. Zero value — AI demo,-0.32,0.23,1
Could be better recipe 👍,-0.15,0.45,0
Thanks for sharing. somewhat useful for fashion haul,0.05,0.63,1
Mixed feelings language lesson 😂,-0.08,0.38,0
Hmm dance 💪,0.04,0.57,0
Wholesome. Super useful — cleaning hack,0.81,0.7,1
Life-changing tip. Super useful — art timelapse ✨,0.72,0.99,1
This made my day! Love the coding 🤔,0.68,0.69,0
Genius idea! Love the comedy skit 📚,0.78,0.79,0
Confusing. Zero value — street food,-0.99,0.27,1
Interesting parenting tip,-0.02,0.53,0
Chef’s kiss. Exactly what I needed — recipe 🍳,0.83,0.93,1
Chef’s kiss! Love the finance advice,0.77,0.61,0
Wholesome. Taking notes — skincare 🤯,0.98,0.92,1
I’ll try this ASMR,-0.07,0.68,0
Not bad. somewhat useful for car mod 😅,0.08,0.49,1
Impressive work. This helped a lot — cooking fail,0.82,0.94,1
Mixed feelings photography 📚,0.27,0.38,0
Well explained! Love the book review 🍳,0.48,0.71,0
Cringe. Missing steps — art timelapse 🙌,-0.64,0.08,1
Wholesome. Practical tip — history fact,0.55,0.76,1
Decent book review 😅,-0.08,0.38,0
Too fast motivation,-0.86,0.35,0
Misleading. Didn’t explain the why — recipe,-0.53,0.21,1
Life-changing tip. I can finally do this — street food,0.94,0.84,1
Boring ASMR,-0.73,0.07,0
Hmm makeup 💯,0.16,0.64,0
Hmm travel hack,0.12,0.69,0
Could be better cleaning hack 🍳,0.01,0.39,0
Annoying travel vlog,-0.49,0.12,0
Brilliant! Love the nail art,0.6,0.78,0
Confusing. No real tips — music cover 💪,-0.6,0.14,1
Could be better ASMR 😭,0.24,0.53,0
Life-changing tip! Love the science experiment,0.81,0.83,0
Okay I guess travel hack,-0.19,0.62,0
Not helpful street food 😂,-0.35,0.07,0
Mixed feelings. kinda helpful for crypto explainer 🔥,-0.15,0.58,1
Too slow nail art,-0.49,0.18,0
Confusing. No real tips — crypto explainer 🐶,-0.72,0.19,1
Okay I guess college vlog 🔥,0.12,0.57,0
I’ll try this. somewhat useful for AI demo,0.21,0.59,1
Annoying. Didn’t help — life hack,-0.88,0.18,1
I learned a lot. Exactly what I needed — history fact,0.97,0.8,1
Cute!. Clear and useful — parenting tip 🐱,0.89,0.97,1
This is gold. Explained so well — makeup,0.6,0.8,1
Inspiring. Very helpful — dog video,0.74,0.78,1
Super helpful! Love the car mod,0.42,0.92,0
Too slow. No real tips — travel vlog,-0.69,0.3,1
I didn’t get it travel hack,-0.88,0.11,0
Chef’s kiss! Love the knitting 🔥,0.62,0.77,0
Overhyped. Zero value — crypto explainer,-0.84,0.1,1
This is gold. Bookmarked for later — ASMR ✨,0.69,0.92,1
This made my day! Love the skincare 🎵,0.8,0.67,0
Hilarious! Love the college vlog,0.56,0.89,0
Okay I guess knitting,0.1,0.34,0
Clickbait thrifting 😬,-0.54,0.04,0
Annoying. No real tips — fashion haul,-0.54,0.08,1
Life-changing tip! Love the basketball highlight 💪,0.64,1.0,0
Boring. Didn’t help — skincare 😬,-0.96,0.24,1
Wholesome. Bookmarked for later — resume tips 🙌,0.9,0.99,1
Brilliant. Bookmarked for later — tech unboxing 🐶,0.88,0.9,1
Cute!! Love the basketball highlight,1.0,0.85,0
Kinda useful hair tutorial,0.18,0.65,0
Solid advice. Explained so well — hair tutorial,0.67,0.91,1
Interesting movie recap,0.15,0.69,0
Brilliant. Bookmarked for later — hair tutorial,0.99,0.86,1
Inspiring. I can finally do this — car mod,0.55,0.91,1
Cute!! Love the makeup,0.65,0.66,0
Could be better. kinda helpful for prank,0.15,0.54,1
Okay I guess knitting 👍,-0.17,0.56,0
Cute!. Useful for beginners — nail art 😍,0.78,0.81,1
Genius idea! Love the coding,0.81,0.73,0
I’ll try this. somewhat useful for garden tour,-0.13,0.45,1
Well explained. Super useful — travel hack,0.72,0.86,1
Mixed feelings home decor 😭,0.0,0.54,0
Misleading garden tour 🧠,-0.67,0.2,0
Amazing content! Love the resume tips 🧠,0.55,0.9,0
Overhyped gaming clip,-0.96,0.21,0
Mixed feelings budget meal 👎,-0.03,0.6,0
Not bad. somewhat useful for gaming clip 😂,0.14,0.57,1
Hmm mindfulness 👍,-0.09,0.33,0
Terrible explanation. Still confused — budget meal,-0.76,0.24,1
Well explained. Explained so well — basketball highlight,0.87,0.83,1
Too slow mindfulness 🐱,-0.37,0.06,0
Could be better. somewhat useful for college vlog,-0.11,0.5,1
Cute!. Practical tip — garden tour,0.98,0.72,1
Interesting. kinda helpful for gaming clip 💪,0.11,0.53,1
Hmm. somewhat useful for tech unboxing 😍,0.29,0.54,1
This is gold. Saved me time — mindfulness,0.72,0.87,1
I’ll try this movie recap,0.02,0.38,0
Hmm cleaning hack,0.14,0.54,0
Not helpful tech unboxing 🤔,-0.8,0.24,0
Life-changing tip! Love the comedy skit,0.44,0.77,0
Cute!. Clear and useful — ASMR 👍,0.82,0.77,1
Wholesome. Practical tip — travel vlog,0.91,0.82,1
Inspiring! Love the home decor,0.68,0.75,0
Boring. Zero value — nail art,-0.97,0.24,1
Annoying. Didn’t help — recipe 😂,-0.7,0.13,1
This made my day. Clear and useful — street food 🍳,0.59,0.79,1
Cute!. Super useful — mindfulness,0.62,0.76,1
Annoying. Didn’t learn anything — cat video,-0.84,0.26,1
This is gold! Love the travel hack,0.89,0.87,0
Okay I guess recipe,-0.14,0.59,0
Too fast. Didn’t explain the why — motivation,-0.62,0.1,1
Boring. Still confused — tech unboxing 🐱,-0.53,0.07,1
Could be better car mod,0.22,0.65,0
Cute!. Practical tip — mindfulness 🍳,0.99,0.98,1
I learned a lot! Love the basketball highlight,0.8,0.78,0
Interesting makeup 📚,0.02,0.31,0
Waste of time. Zero value — music cover,-0.87,0.13,1
Chef’s kiss! Love the book review 📚,0.84,0.77,0
Inspiring. I can finally do this — gaming clip 😭,0.97,0.99,1
This is gold. Bookmarked for later — photography,0.89,0.96,1
Could be better. kinda helpful for street food 🐶,0.18,0.61,1
I’ll try this. somewhat useful for college vlog 😭,0.06,0.44,1
Overhyped home decor 🙌,-0.93,0.01,0
I didn’t get it. Zero value — life hack 😴,-0.75,0.16,1
Super helpful. Helped me fix it — street food 😂,0.61,0.98,1
Waste of time. Not useful — ASMR,-0.93,0.05,1
Crystal clear. This answered my question — car mod 😴,0.69,0.99,1
Wholesome. This answered my question — skincare,0.97,0.83,1
Boring cleaning hack 🔥,-0.47,0.17,0
Annoying dance ✨,-0.81,0.18,0
Annoying basketball highlight 😂,-0.46,0.3,0
Mixed feelings photography,-0.11,0.42,0
Clickbait college vlog,-0.95,0.2,0
Could be better thrifting 💯,0.04,0.38,0
Clickbait. This won’t work — book review,-0.77,0.01,1
Loved this! Love the gaming clip ✨,0.84,0.97,0
Interesting movie recap 😬,0.18,0.35,0
Solid advice! Love the gaming clip,0.45,0.86,0
Annoying. Not helpful at all — recipe 💪,-0.75,0.26,1
Impressive work. Super useful — street food,0.51,0.89,1
I’ll try this. somewhat useful for ASMR 💪,-0.03,0.59,1
Wholesome! Love the tech unboxing,0.95,0.69,0
Solid advice. Super useful — tech unboxing,0.65,0.96,1
Not helpful. This won’t work — language lesson,-0.81,0.22,1
Low effort dog video,-0.78,0.07,0
Low effort thrifting,-0.8,0.16,0
I learned a lot. Saved me time — hair tutorial 😅,0.86,0.97,1
Impressive work! Love the recipe,0.73,0.89,0
Not bad. somewhat useful for garden tour,0.17,0.51,1
Kinda useful. kinda helpful for cat video,0.09,0.4,1
Too fast gaming clip,-0.29,0.04,0
Terrible explanation music cover,-0.56,0.27,0
I learned a lot! Love the art timelapse 💯,0.63,0.66,0
Well explained. Super useful — photography ✨,0.8,0.83,1
Super helpful! Love the photography,0.97,0.83,0
Misleading. Didn’t learn anything — garden tour,-0.95,0.01,1
Kinda useful. somewhat useful for ASMR,-0.16,0.6,1
Confusing history fact 😴,-0.25,0.07,0
I learned a lot. Useful for beginners — travel vlog,0.52,0.83,1
Very entertaining. Practical tip — comedy skit 🔥,0.75,0.9,1
Very entertaining! Love the thrifting,0.57,0.99,0
Inspiring! Love the comedy skit,0.47,0.69,0
Misleading AI demo,-0.66,0.19,0
Decent recipe,0.27,0.54,0
Cute!! Love the knitting,0.4,0.92,0
Hmm book review 😴,-0.2,0.66,0
Decent. kinda helpful for coding ✨,-0.16,0.5,1
Amazing content! Love the life hack,0.52,0.7,0
Low effort. Didn’t explain the why — gaming clip 😍,-0.26,0.11,1
This is gold. I learned something new — thrifting 🐱,0.75,0.97,1
Okay I guess cat video 🐶,0.04,0.48,0
Super helpful! Love the workout 😅,0.53,0.81,0
I didn’t get it. Useless — study tips 😴,-0.3,0.07,1
I’ll try this makeup,0.11,0.47,0
Too slow cooking fail,-0.69,0.12,0
Thanks for sharing photography 👎,-0.06,0.69,0
Decent hair tutorial,0.24,0.44,0
Cringe coding,-0.79,0.16,0
Annoying. Didn’t explain the why — hair tutorial 🧠,-0.65,0.13,1
This made my day. Useful for beginners — cooking fail 😭,0.89,0.91,1
Mixed feelings. kinda helpful for study tips,0.14,0.46,1
Brilliant. Very helpful — music cover 💯,0.64,0.82,1
Loved this! Love the tutorial 🎵,0.92,0.69,0
Too slow cleaning hack,-0.84,0.15,0
Well explained. Helped me fix it — gaming clip,0.68,0.97,1
Inspiring! Love the prank 💯,0.41,0.75,0
Well explained! Love the productivity 🔥,0.61,0.72,0
Waste of time dance 💪,-0.24,0.12,0
Not bad street food 💯,0.15,0.52,0
Annoying. Still confused — productivity 🤔,-0.95,0.04,1
Life-changing tip! Love the book review 🐱,0.7,0.86,0
Wholesome. Saved me time — motivation,0.74,1.0,1
Wholesome. Useful for beginners — science experiment,0.99,0.81,1
Could be better skincare 😬,-0.12,0.57,0
Cute!! Love the book review,0.43,0.87,0
Inspiring. Saved me time — parenting tip 😭,0.95,0.7,1
Solid advice. I can finally do this — workout 🧠,0.5,0.71,1
I didn’t get it. Didn’t learn anything — fashion haul,-0.64,0.27,1
Too slow. Useless — cleaning hack,-0.82,0.05,1
Waste of time gaming clip,-0.86,0.33,0
Mixed feelings. kinda helpful for ASMR,0.23,0.58,1
Hmm prank,-0.05,0.65,0
Chef’s kiss. Clear and useful — tech unboxing,0.53,0.84,1
Too slow. No real tips — car mod,-0.83,0.23,1
Boring. Didn’t learn anything — mindfulness,-0.49,0.11,1
Could be better. kinda helpful for art timelapse 💯,0.24,0.41,1
Too slow garden tour,-0.91,0.29,0
Well explained! Love the workout,0.99,0.88,0
Genius idea! Love the tutorial 🤯,0.75,0.71,0
This made my day! Love the gaming clip 😂,0.81,1.0,0
Super helpful! Love the skincare 😴,0.89,0.75,0
Hmm. kinda helpful for resume tips 😬,-0.09,0.65,1
Amazing content. This helped a lot — gaming clip 🎵,0.54,0.72,1
Chef’s kiss. Useful for beginners — photography,0.52,0.92,1
Inspiring. Helped me fix it — basketball highlight,0.95,0.72,1
This is gold. Explained so well — tutorial,0.62,0.94,1
Genius idea. Very helpful — science experiment 🤔,0.72,0.84,1
So good!. Super useful — art timelapse 💪,0.99,0.94,1
Loved this. Practical tip — basketball highlight,0.51,0.92,1
Mixed feelings book review,-0.06,0.48,0
This made my day. Exactly what I needed — crypto explainer 🐱,0.86,0.75,1
Kinda useful resume tips,-0.03,0.57,0
Too fast motivation 🙌,-0.26,0.36,0
Low effort. Missing steps — hair tutorial 🎵,-0.75,0.29,1
Brilliant. Bookmarked for later — gaming clip 👍,0.66,0.94,1
I didn’t get it. Didn’t explain the why — art timelapse,-0.65,0.28,1
Hmm. somewhat useful for knitting,0.0,0.4,1
This is gold! Love the hair tutorial,0.73,0.79,0
This made my day! Love the tutorial 🤯,0.64,0.96,0
Loved this. Taking notes — parenting tip 💪,0.61,0.74,1
Too fast music cover,-0.64,0.26,0
I didn’t get it recipe,-0.33,0.14,0
This is gold. Super useful — comedy skit 😍,0.86,0.93,1
Low effort. Didn’t help — travel hack 👏,-0.78,0.13,1
Overhyped finance advice 🧠,-0.9,0.03,0
Very entertaining. Useful for beginners — car mod 😬,0.57,0.93,1
Misleading. Didn’t help — music cover 😴,-0.66,0.24,1
Life-changing tip! Love the cooking fail 🐶,0.46,0.88,0
Solid advice. Very helpful — home decor 😴,0.75,0.95,1
Brilliant! Love the productivity 🤔,0.85,0.71,0
Chef’s kiss. Bookmarked for later — language lesson 💯,0.74,0.96,1
Chef’s kiss! Love the tech unboxing 🧠,0.85,0.92,0
Cute!. This answered my question — thrifting,0.82,0.91,1
Mixed feelings budget meal,-0.14,0.45,0
This is gold! Love the cleaning hack 🤯,0.98,0.86,0
I learned a lot! Love the garden tour 🤔,0.62,0.86,0
Cringe tech unboxing 😴,-0.47,0.01,0
Low effort. Didn’t explain the why — cooking fail ✨,-0.44,0.24,1
Inspiring. This helped a lot — language lesson,0.87,0.72,1
Hilarious. This helped a lot — cleaning hack 🍳,0.68,0.92,1
Genius idea. Practical tip — ASMR,0.79,0.84,1
Solid advice. This helped a lot — cooking fail 👏,0.6,0.82,1
Hmm. somewhat useful for hair tutorial,0.1,0.43,1
Solid advice. Explained so well — finance advice,0.95,0.85,1
Loved this. I can finally do this — home decor,0.88,0.76,1
I didn’t get it workout,-0.89,0.13,0
Super helpful. Very helpful — street food,0.7,0.76,1
Wholesome! Love the garden tour 😭,0.97,0.96,0
Not bad gaming clip,-0.11,0.4,0
Decent. kinda helpful for fashion haul,0.15,0.55,1
Chef’s kiss! Love the comedy skit,0.41,0.7,0
Hmm. somewhat useful for dance 🐱,0.11,0.54,1
This is gold! Love the home decor 🧠,0.48,0.98,0
So good!! Love the history fact,0.74,0.74,0
Thanks for sharing. kinda helpful for knitting 📚,0.04,0.64,1
Could be better parenting tip 🤔,0.28,0.34,0
This is gold. Taking notes — dog video 🤔,0.54,0.97,1
This is gold. I can finally do this — tech unboxing 🐱,0.59,0.9,1
Could be better comedy skit,0.16,0.63,0
Super helpful. Super useful — study tips 👏,0.78,0.97,1
Interesting prank 🐱,0.16,0.6,0
Brilliant. This helped a lot — movie recap,0.99,1.0,1
Boring. Zero value — street food,-0.24,0.04,1
Could be better. kinda helpful for gaming clip,-0.2,0.42,1
Life-changing tip. Useful for beginners — hair tutorial 🤯,0.77,0.83,1
Cringe finance advice,-1.0,0.1,0
Kinda useful photography,0.07,0.62,0
I learned a lot. I learned something new — study tips 😅,0.92,0.75,1
So good!. Useful for beginners — language lesson 🐱,0.68,0.77,1
Low effort. No real tips — tech unboxing,-0.92,0.17,1
Cringe. Didn’t explain the why — gaming clip 🎵,-0.59,0.22,1
Impressive work. Explained so well — language lesson,0.78,0.88,1
Overhyped. Missing steps — coding,-0.7,0.02,1
Well explained. This helped a lot — book review,0.51,0.83,1
Interesting mindfulness,0.0,0.57,0
Cringe basketball highlight 🍳,-0.44,0.29,0
Annoying study tips,-0.8,0.01,0
Misleading skincare,-0.61,0.09,0
I didn’t get it dog video 😭,-0.98,0.26,0
Confusing study tips,-0.26,0.11,0
Solid advice. Clear and useful — cleaning hack 🤯,0.85,0.83,1
Cute!. Practical tip — makeup,0.96,0.96,1
Low effort. Didn’t explain the why — cat video,-0.73,0.18,1
Hilarious! Love the music cover,0.47,0.61,0
Overhyped photography,-0.62,0.25,0
Annoying crypto explainer 🤔,-0.99,0.28,0
Very entertaining. I can finally do this — budget meal,0.87,0.98,1
Impressive work! Love the finance advice 🙌,0.89,0.78,0
Misleading. Didn’t explain the why — book review 💯,-0.93,0.11,1
Terrible explanation. No real tips — art timelapse,-0.37,0.0,1
This is gold! Love the cat video 🐱,0.76,0.7,0
This made my day. This helped a lot — recipe,0.81,0.8,1
This made my day! Love the cat video 🍳,0.87,0.71,0
So good!! Love the productivity,0.41,0.96,0
I learned a lot! Love the dance,0.55,0.78,0
Cringe. Zero value — cleaning hack 🎵,-0.98,0.11,1
I’ll try this street food 👎,0.01,0.43,0
Overhyped. Didn’t learn anything — travel vlog,-0.93,0.22,1
Brilliant! Love the cooking fail,0.63,0.67,0
Brilliant. Practical tip — crypto explainer,0.65,0.88,1
Cute!. Taking notes — study tips 😍,0.64,0.83,1
Clickbait. Useless — car mod,-0.33,0.25,1
Decent study tips,-0.08,0.36,0
Mixed feelings. kinda helpful for nail art 🔥,-0.07,0.52,1
Chef’s kiss. Taking notes — book review,0.95,0.85,1
Impressive work. Helped me fix it — fashion haul 🧠,0.53,0.97,1
Low effort. Zero value — travel vlog,-0.4,0.08,1
Super helpful! Love the resume tips 📚,0.67,0.89,0
Chef’s kiss! Love the ASMR,0.95,0.83,0
Chef’s kiss. This answered my question — movie recap 🧠,0.77,0.93,1
Inspiring. Bookmarked for later — motivation,0.87,0.79,1
Decent cooking fail 🐱,0.14,0.57,0
Kinda useful car mod 🍳,-0.18,0.48,0
Inspiring. Helped me fix it — prank 🤯,0.71,0.84,1
Kinda useful budget meal 😴,0.0,0.58,0
Thanks for sharing. kinda helpful for cat video 🤯,-0.07,0.51,1
Decent. kinda helpful for history fact,0.22,0.57,1
Mixed feelings tutorial 🙌,-0.01,0.31,0
Thanks for sharing tech unboxing,0.01,0.63,0
Kinda useful dance,0.21,0.49,0
Hilarious! Love the gaming clip 🙌,0.43,0.99,0
Chef’s kiss. Clear and useful — knitting ✨,0.92,0.71,1
Mixed feelings home decor,-0.01,0.43,0
Impressive work. Practical tip — thrifting 👍,0.85,0.92,1
I’ll try this. somewhat useful for tech unboxing,0.29,0.61,1
Confusing tutorial,-0.24,0.36,0
Okay I guess tutorial 🐱,0.19,0.58,0
Impressive work. Bookmarked for later — car mod 🐶,1.0,0.87,1
Terrible explanation coding,-0.67,0.01,0
Cringe productivity,-0.65,0.31,0
Chef’s kiss. Practical tip — movie recap 📚,0.98,0.71,1
Terrible explanation. Missing steps — hair tutorial,-0.38,0.15,1
Not bad resume tips 🐱,0.3,0.42,0
Very entertaining. This helped a lot — nail art 🧠,0.84,0.96,1
Brilliant. Very helpful — fashion haul 😅,0.81,0.8,1
Amazing content. Explained so well — cleaning hack,0.51,0.9,1
Chef’s kiss! Love the dog video,0.75,0.66,0
Inspiring! Love the car mod 😴,0.51,0.91,0
This made my day! Love the home decor,0.8,0.86,0
Thanks for sharing home decor 🔥,-0.07,0.47,0
Impressive work. Saved me time — prank 👏,0.63,0.97,1
Okay I guess. kinda helpful for science experiment 😍,0.21,0.47,1
Too slow knitting,-0.46,0.39,0
Hmm tech unboxing 🍳,-0.1,0.52,0
Chef’s kiss! Love the car mod,0.72,0.72,0
Could be better prank 👎,0.17,0.43,0
Low effort. Zero value — tutorial,-0.94,0.21,1
I’ll try this. kinda helpful for parenting tip,-0.02,0.65,1
Okay I guess. somewhat useful for coding,0.14,0.59,1
Okay I guess. somewhat useful for college vlog,0.15,0.54,1
Clickbait nail art,-0.31,0.33,0
Terrible explanation. This won’t work — travel vlog,-0.79,0.15,1
Loved this. Explained so well — budget meal,0.94,0.81,1
I’ll try this. somewhat useful for coding,0.17,0.48,1
Loved this. Clear and useful — garden tour,0.54,0.71,1
Okay I guess tutorial 😍,-0.08,0.62,0
Very entertaining. Helped me fix it — college vlog 🔥,0.65,0.98,1
This made my day. Practical tip — motivation 😂,0.53,0.76,1
Wholesome. I learned something new — travel vlog 💯,0.61,0.83,1
Overhyped travel vlog 😅,-0.47,0.03,0
Genius idea. This helped a lot — parenting tip 🙌,1.0,0.94,1
Crystal clear. Exactly what I needed — tutorial 🙌,0.74,0.95,1
Not bad thrifting 😂,0.08,0.68,0
Impressive work! Love the mindfulness,0.49,0.95,0
I’ll try this. somewhat useful for AI demo 😂,0.22,0.5,1
Mixed feelings nail art 🔥,-0.06,0.69,0
Kinda useful. somewhat useful for history fact 👍,-0.18,0.61,1
Annoying dance 😍,-0.43,0.37,0
Low effort ASMR,-0.23,0.02,0
Hmm car mod,0.05,0.69,0
Hmm garden tour 💯,-0.03,0.64,0
Super helpful. I learned something new — workout 👍,0.88,0.96,1
I’ll try this product review 🐶,0.18,0.61,0
Overhyped history fact,-0.6,0.2,0
Brilliant. Practical tip — gaming clip,0.51,0.99,1
Mixed feelings. kinda helpful for dog video,0.0,0.57,1
Mixed feelings knitting,0.17,0.41,0
Misleading travel vlog,-0.26,0.25,0
Confusing workout 💪,-0.72,0.02,0
Well explained. Helped me fix it — dance,0.99,0.9,1
