comment,sentiment_score,usefulness_score,usefulness_mentioned
brilliant! love the nail art,0.6,0.78,0
confusing. no real tips music cover,-0.6,0.14,1
could be better asmr,0.24,0.53,0
lifechanging tip! love the science experiment,0.81,0.83,0
okay i guess travel hack,-0.19,0.62,0
not helpful street food,-0.35,0.07,0
mixed feelings. kinda helpful for crypto explainer,-0.15,0.58,1
too slow nail art,-0.49,0.18,0
confusing. no real tips crypto explainer,-0.72,0.19,1
okay i guess college vlog,0.12,0.57,0
ill try this. somewhat useful for ai demo,0.21,0.59,1
annoying. didnt help life hack,-0.88,0.18,1
i learned a lot. exactly what i needed history fact,0.97,0.8,1
cute!. clear and useful parenting tip,0.89,0.97,1
this is gold. explained so well makeup,0.6,0.8,1
inspiring. very helpful dog video,0.74,0.78,1
super helpful! love the car mod,0.42,0.92,0
too slow. no real tips travel vlog,-0.69,0.3,1
i didnt get it travel hack,-0.88,0.11,0
chefs kiss! love the knitting,0.62,0.77,0
overhyped. zero value crypto explainer,-0.84,0.1,1
this is gold. bookmarked for later asmr,0.69,0.92,1
this made my day! love the skincare,0.8,0.67,0
hilarious! love the college vlog,0.56,0.89,0
okay i guess knitting,0.1,0.34,0
clickbait thrifting,-0.54,0.04,0
annoying. no real tips fashion haul,-0.54,0.08,1
lifechanging tip! love the basketball highlight,0.64,1.0,0
boring. didnt help skincare,-0.96,0.24,1
wholesome. bookmarked for later resume tips,0.9,0.99,1
brilliant. bookmarked for later tech unboxing,0.88,0.9,1
cute!! love the basketball highlight,1.0,0.85,0
kinda useful hair tutorial,0.18,0.65,0
solid advice. explained so well hair tutorial,0.67,0.91,1
interesting movie recap,0.15,0.69,0
brilliant. bookmarked for later hair tutorial,0.99,0.86,1
inspiring. i can finally do this car mod,0.55,0.91,1
cute!! love the makeup,0.65,0.66,0
could be better. kinda helpful for prank,0.15,0.54,1
okay i guess knitting,-0.17,0.56,0
cute!. useful for beginners nail art,0.78,0.81,1
genius idea! love the coding,0.81,0.73,0
ill try this. somewhat useful for garden tour,-0.13,0.45,1
well explained. super useful travel hack,0.72,0.86,1
mixed feelings home decor,0.0,0.54,0
misleading garden tour,-0.67,0.2,0
amazing content! love the resume tips,0.55,0.9,0
overhyped gaming clip,-0.96,0.21,0
mixed feelings budget meal,-0.03,0.6,0
not bad. somewhat useful for gaming clip,0.14,0.57,1
hmm mindfulness,-0.09,0.33,0
terrible explanation. still confused budget meal,-0.76,0.24,1
well explained. explained so well basketball highlight,0.87,0.83,1
too slow mindfulness,-0.37,0.06,0
could be better. somewhat useful for college vlog,-0.11,0.5,1
cute!. practical tip garden tour,0.98,0.72,1
interesting. kinda helpful for gaming clip,0.11,0.53,1
hmm. somewhat useful for tech unboxing,0.29,0.54,1
this is gold. saved me time mindfulness,0.72,0.87,1
ill try this movie recap,0.02,0.38,0
hmm cleaning hack,0.14,0.54,0
not helpful tech unboxing,-0.8,0.24,0
lifechanging tip! love the comedy skit,0.44,0.77,0
cute!. clear and useful asmr,0.82,0.77,1
wholesome. practical tip travel vlog,0.91,0.82,1
inspiring! love the home decor,0.68,0.75,0
boring. zero value nail art,-0.97,0.24,1
annoying. didnt help recipe,-0.7,0.13,1
this made my day. clear and useful street food,0.59,0.79,1
cute!. super useful mindfulness,0.62,0.76,1
annoying. didnt learn anything cat video,-0.84,0.26,1
this is gold! love the travel hack,0.89,0.87,0
okay i guess recipe,-0.14,0.59,0
too fast. didnt explain the why motivation,-0.62,0.1,1
boring. still confused tech unboxing,-0.53,0.07,1
could be better car mod,0.22,0.65,0
cute!. practical tip mindfulness,0.99,0.98,1
i learned a lot! love the basketball highlight,0.8,0.78,0
interesting makeup,0.02,0.31,0
waste of time. zero value music cover,-0.87,0.13,1
chefs kiss! love the book review,0.84,0.77,0
inspiring. i can finally do this gaming clip,0.97,0.99,1
this is gold. bookmarked for later photography,0.89,0.96,1
could be better. kinda helpful for street food,0.18,0.61,1
ill try this. somewhat useful for college vlog,0.06,0.44,1
overhyped home decor,-0.93,0.01,0
i didnt get it. zero value life hack,-0.75,0.16,1
super helpful. helped me fix it street food,0.61,0.98,1
waste of time. not useful asmr,-0.93,0.05,1
crystal clear. this answered my question car mod,0.69,0.99,1
wholesome. this answered my question skincare,0.97,0.83,1
boring cleaning hack,-0.47,0.17,0
annoying dance,-0.81,0.18,0
annoying basketball highlight,-0.46,0.3,0
mixed feelings photography,-0.11,0.42,0
clickbait college vlog,-0.95,0.2,0
could be better thrifting,0.04,0.38,0
clickbait. this wont work book review,-0.77,0.01,1
loved this! love the gaming clip,0.84,0.97,0
interesting movie recap,0.18,0.35,0
solid advice! love the gaming clip,0.45,0.86,0
annoying. not helpful at all recipe,-0.75,0.26,1
impressive work. super useful street food,0.51,0.89,1
ill try this. somewhat useful for asmr,-0.03,0.59,1
wholesome! love the tech unboxing,0.95,0.69,0
solid advice. super useful tech unboxing,0.65,0.96,1
not helpful. this wont work language lesson,-0.81,0.22,1
low effort dog video,-0.78,0.07,0
low effort thrifting,-0.8,0.16,0
i learned a lot. saved me time hair tutorial,0.86,0.97,1
impressive work! love the recipe,0.73,0.89,0
not bad. somewhat useful for garden tour,0.17,0.51,1
kinda useful. kinda helpful for cat video,0.09,0.4,1
too fast gaming clip,-0.29,0.04,0
terrible explanation music cover,-0.56,0.27,0
i learned a lot! love the art timelapse,0.63,0.66,0
well explained. super useful photography,0.8,0.83,1
super helpful! love the photography,0.97,0.83,0
misleading. didnt learn anything garden tour,-0.95,0.01,1
kinda useful. somewhat useful for asmr,-0.16,0.6,1
confusing history fact,-0.25,0.07,0
i learned a lot. useful for beginners travel vlog,0.52,0.83,1
very entertaining. practical tip comedy skit,0.75,0.9,1
very entertaining! love the thrifting,0.57,0.99,0
inspiring! love the comedy skit,0.47,0.69,0
misleading ai demo,-0.66,0.19,0
decent recipe,0.27,0.54,0
cute!! love the knitting,0.4,0.92,0
hmm book review,-0.2,0.66,0
decent. kinda helpful for coding,-0.16,0.5,1
amazing content! love the life hack,0.52,0.7,0
low effort. didnt explain the why gaming clip,-0.26,0.11,1
this is gold. i learned something new thrifting,0.75,0.97,1
okay i guess cat video,0.04,0.48,0
super helpful! love the workout,0.53,0.81,0
i didnt get it. useless study tips,-0.3,0.07,1
ill try this makeup,0.11,0.47,0
too slow cooking fail,-0.69,0.12,0
thanks for sharing photography,-0.06,0.69,0
decent hair tutorial,0.24,0.44,0
cringe coding,-0.79,0.16,0
annoying. didnt explain the why hair tutorial,-0.65,0.13,1
this made my day. useful for beginners cooking fail,0.89,0.91,1
mixed feelings. kinda helpful for study tips,0.14,0.46,1
brilliant. very helpful music cover,0.64,0.82,1
loved this! love the tutorial,0.92,0.69,0
too slow cleaning hack,-0.84,0.15,0
well explained. helped me fix it gaming clip,0.68,0.97,1
inspiring! love the prank,0.41,0.75,0
well explained! love the productivity,0.61,0.72,0
waste of time dance,-0.24,0.12,0
not bad street food,0.15,0.52,0
annoying. still confused productivity,-0.95,0.04,1
lifechanging tip! love the book review,0.7,0.86,0
wholesome. saved me time motivation,0.74,1.0,1
wholesome. useful for beginners science experiment,0.99,0.81,1
could be better skincare,-0.12,0.57,0
cute!! love the book review,0.43,0.87,0
inspiring. saved me time parenting tip,0.95,0.7,1
solid advice. i can finally do this workout,0.5,0.71,1
i didnt get it. didnt learn anything fashion haul,-0.64,0.27,1
too slow. useless cleaning hack,-0.82,0.05,1
waste of time gaming clip,-0.86,0.33,0
mixed feelings. kinda helpful for asmr,0.23,0.58,1
hmm prank,-0.05,0.65,0
chefs kiss. clear and useful tech unboxing,0.53,0.84,1
too slow. no real tips car mod,-0.83,0.23,1
boring. didnt learn anything mindfulness,-0.49,0.11,1
could be better. kinda helpful for art timelapse,0.24,0.41,1
too slow garden tour,-0.91,0.29,0
well explained! love the workout,0.99,0.88,0
genius idea! love the tutorial,0.75,0.71,0
this made my day! love the gaming clip,0.81,1.0,0
super helpful! love the skincare,0.89,0.75,0
hmm. kinda helpful for resume tips,-0.09,0.65,1
amazing content. this helped a lot gaming clip,0.54,0.72,1
chefs kiss. useful for beginners photography,0.52,0.92,1
inspiring. helped me fix it basketball highlight,0.95,0.72,1
this is gold. explained so well tutorial,0.62,0.94,1
genius idea. very helpful science experiment,0.72,0.84,1
so good!. super useful art timelapse,0.99,0.94,1
loved this. practical tip basketball highlight,0.51,0.92,1
mixed feelings book review,-0.06,0.48,0
this made my day. exactly what i needed crypto explainer,0.86,0.75,1
kinda useful resume tips,-0.03,0.57,0
too fast motivation,-0.26,0.36,0
low effort. missing steps hair tutorial,-0.75,0.29,1
brilliant. bookmarked for later gaming clip,0.66,0.94,1
i didnt get it. didnt explain the why art timelapse,-0.65,0.28,1
hmm. somewhat useful for knitting,0.0,0.4,1
this is gold! love the hair tutorial,0.73,0.79,0
this made my day! love the tutorial,0.64,0.96,0
loved this. taking notes parenting tip,0.61,0.74,1
too fast music cover,-0.64,0.26,0
i didnt get it recipe,-0.33,0.14,0
this is gold. super useful comedy skit,0.86,0.93,1
low effort. didnt help travel hack,-0.78,0.13,1
overhyped finance advice,-0.9,0.03,0
very entertaining. useful for beginners car mod,0.57,0.93,1
misleading. didnt help music cover,-0.66,0.24,1
lifechanging tip! love the cooking fail,0.46,0.88,0
solid advice. very helpful home decor,0.75,0.95,1
brilliant! love the productivity,0.85,0.71,0
chefs kiss. bookmarked for later language lesson,0.74,0.96,1
chefs kiss! love the tech unboxing,0.85,0.92,0
cute!. this answered my question thrifting,0.82,0.91,1
mixed feelings budget meal,-0.14,0.45,0
this is gold! love the cleaning hack,0.98,0.86,0
i learned a lot! love the garden tour,0.62,0.86,0
cringe tech unboxing,-0.47,0.01,0
low effort. didnt explain the why cooking fail,-0.44,0.24,1
inspiring. this helped a lot language lesson,0.87,0.72,1
hilarious. this helped a lot cleaning hack,0.68,0.92,1
genius idea. practical tip asmr,0.79,0.84,1
solid advice. this helped a lot cooking fail,0.6,0.82,1
hmm. somewhat useful for hair tutorial,0.1,0.43,1
solid advice. explained so well finance advice,0.95,0.85,1
loved this. i can finally do this home decor,0.88,0.76,1
i didnt get it workout,-0.89,0.13,0
super helpful. very helpful street food,0.7,0.76,1
wholesome! love the garden tour,0.97,0.96,0
not bad gaming clip,-0.11,0.4,0
decent. kinda helpful for fashion haul,0.15,0.55,1
chefs kiss! love the comedy skit,0.41,0.7,0
hmm. somewhat useful for dance,0.11,0.54,1
this is gold! love the home decor,0.48,0.98,0
so good!! love the history fact,0.74,0.74,0
thanks for sharing. kinda helpful for knitting,0.04,0.64,1
could be better parenting tip,0.28,0.34,0
this is gold. taking notes dog video,0.54,0.97,1
this is gold. i can finally do this tech unboxing,0.59,0.9,1
could be better comedy skit,0.16,0.63,0
super helpful. super useful study tips,0.78,0.97,1
interesting prank,0.16,0.6,0
brilliant. this helped a lot movie recap,0.99,1.0,1
boring. zero value street food,-0.24,0.04,1
could be better. kinda helpful for gaming clip,-0.2,0.42,1
lifechanging tip. useful for beginners hair tutorial,0.77,0.83,1
cringe finance advice,-1.0,0.1,0
kinda useful photography,0.07,0.62,0
i learned a lot. i learned something new study tips,0.92,0.75,1
so good!. useful for beginners language lesson,0.68,0.77,1
low effort. no real tips tech unboxing,-0.92,0.17,1
cringe. didnt explain the why gaming clip,-0.59,0.22,1
impressive work. explained so well language lesson,0.78,0.88,1
overhyped. missing steps coding,-0.7,0.02,1
well explained. this helped a lot book review,0.51,0.83,1
interesting mindfulness,0.0,0.57,0
cringe basketball highlight,-0.44,0.29,0
annoying study tips,-0.8,0.01,0
misleading skincare,-0.61,0.09,0
i didnt get it dog video,-0.98,0.26,0
confusing study tips,-0.26,0.11,0
solid advice. clear and useful cleaning hack,0.85,0.83,1
cute!. practical tip makeup,0.96,0.96,1
low effort. didnt explain the why cat video,-0.73,0.18,1
hilarious! love the music cover,0.47,0.61,0
overhyped photography,-0.62,0.25,0
annoying crypto explainer,-0.99,0.28,0
very entertaining. i can finally do this budget meal,0.87,0.98,1
impressive work! love the finance advice,0.89,0.78,0
misleading. didnt explain the why book review,-0.93,0.11,1
terrible explanation. no real tips art timelapse,-0.37,0.0,1
this is gold! love the cat video,0.76,0.7,0
this made my day. this helped a lot recipe,0.81,0.8,1
this made my day! love the cat video,0.87,0.71,0
so good!! love the productivity,0.41,0.96,0
i learned a lot! love the dance,0.55,0.78,0
cringe. zero value cleaning hack,-0.98,0.11,1
ill try this street food,0.01,0.43,0
overhyped. didnt learn anything travel vlog,-0.93,0.22,1
brilliant! love the cooking fail,0.63,0.67,0
brilliant. practical tip crypto explainer,0.65,0.88,1
cute!. taking notes study tips,0.64,0.83,1
clickbait. useless car mod,-0.33,0.25,1
decent study tips,-0.08,0.36,0
mixed feelings. kinda helpful for nail art,-0.07,0.52,1
chefs kiss. taking notes book review,0.95,0.85,1
impressive work. helped me fix it fashion haul,0.53,0.97,1
low effort. zero value travel vlog,-0.4,0.08,1
super helpful! love the resume tips,0.67,0.89,0
chefs kiss! love the asmr,0.95,0.83,0
chefs kiss. this answered my question movie recap,0.77,0.93,1
inspiring. bookmarked for later motivation,0.87,0.79,1
decent cooking fail,0.14,0.57,0
kinda useful car mod,-0.18,0.48,0
inspiring. helped me fix it prank,0.71,0.84,1
kinda useful budget meal,0.0,0.58,0
thanks for sharing. kinda helpful for cat video,-0.07,0.51,1
decent. kinda helpful for history fact,0.22,0.57,1
mixed feelings tutorial,-0.01,0.31,0
thanks for sharing tech unboxing,0.01,0.63,0
kinda useful dance,0.21,0.49,0
hilarious! love the gaming clip,0.43,0.99,0
chefs kiss. clear and useful knitting,0.92,0.71,1
mixed feelings home decor,-0.01,0.43,0
impressive work. practical tip thrifting,0.85,0.92,1
ill try this. somewhat useful for tech unboxing,0.29,0.61,1
confusing tutorial,-0.24,0.36,0
okay i guess tutorial,0.19,0.58,0
impressive work. bookmarked for later car mod,1.0,0.87,1
terrible explanation coding,-0.67,0.01,0
cringe productivity,-0.65,0.31,0
chefs kiss. practical tip movie recap,0.98,0.71,1
terrible explanation. missing steps hair tutorial,-0.38,0.15,1
not bad resume tips,0.3,0.42,0
very entertaining. this helped a lot nail art,0.84,0.96,1
brilliant. very helpful fashion haul,0.81,0.8,1
amazing content. explained so well cleaning hack,0.51,0.9,1
chefs kiss! love the dog video,0.75,0.66,0
inspiring! love the car mod,0.51,0.91,0
this made my day! love the home decor,0.8,0.86,0
thanks for sharing home decor,-0.07,0.47,0
impressive work. saved me time prank,0.63,0.97,1
okay i guess. kinda helpful for science experiment,0.21,0.47,1
too slow knitting,-0.46,0.39,0
hmm tech unboxing,-0.1,0.52,0
chefs kiss! love the car mod,0.72,0.72,0
could be better prank,0.17,0.43,0
low effort. zero value tutorial,-0.94,0.21,1
ill try this. kinda helpful for parenting tip,-0.02,0.65,1
okay i guess. somewhat useful for coding,0.14,0.59,1
okay i guess. somewhat useful for college vlog,0.15,0.54,1
clickbait nail art,-0.31,0.33,0
terrible explanation. this wont work travel vlog,-0.79,0.15,1
loved this. explained so well budget meal,0.94,0.81,1
ill try this. somewhat useful for coding,0.17,0.48,1
loved this. clear and useful garden tour,0.54,0.71,1
okay i guess tutorial,-0.08,0.62,0
very entertaining. helped me fix it college vlog,0.65,0.98,1
this made my day. practical tip motivation,0.53,0.76,1
wholesome. i learned something new travel vlog,0.61,0.83,1
overhyped travel vlog,-0.47,0.03,0
genius idea. this helped a lot parenting tip,1.0,0.94,1
crystal clear. exactly what i needed tutorial,0.74,0.95,1
not bad thrifting,0.08,0.68,0
impressive work! love the mindfulness,0.49,0.95,0
ill try this. somewhat useful for ai demo,0.22,0.5,1
mixed feelings nail art,-0.06,0.69,0
kinda useful. somewhat useful for history fact,-0.18,0.61,1
annoying dance,-0.43,0.37,0
low effort asmr,-0.23,0.02,0
hmm car mod,0.05,0.69,0
hmm garden tour,-0.03,0.64,0
super helpful. i learned something new workout,0.88,0.96,1
ill try this product review,0.18,0.61,0
overhyped history fact,-0.6,0.2,0
brilliant. practical tip gaming clip,0.51,0.99,1
mixed feelings. kinda helpful for dog video,0.0,0.57,1
mixed feelings knitting,0.17,0.41,0
misleading travel vlog,-0.26,0.25,0
confusing workout,-0.72,0.02,0
well explained. helped me fix it dance,0.99,0.9,1
kinda useful. kinda helpful for fashion haul,0.16,0.42,1
kinda useful crypto explainer,-0.16,0.56,0
i learned a lot. practical tip tech unboxing,0.58,0.87,1
kinda useful. somewhat useful for music cover,-0.04,0.6,1
annoying. missing steps gaming clip,-0.94,0.13,1
impressive work! love the parenting tip,0.4,0.78,0
mixed feelings. kinda helpful for car mod,0.01,0.56,1
kinda useful. kinda helpful for car mod,0.2,0.62,1
not bad. kinda helpful for fashion haul,0.2,0.59,1
genius idea! love the gaming clip,0.72,0.68,0
too fast parenting tip,-0.45,0.04,0
i learned a lot! love the dance,0.81,0.85,0
could be better. kinda helpful for motivation,-0.03,0.63,1
terrible explanation. not helpful at all motivation,-0.57,0.26,1
loved this! love the workout,0.91,0.95,0
terrible explanation coding,-0.82,0.18,0
too slow. didnt help art timelapse,-0.28,0.12,1
amazing content! love the basketball highlight,0.64,0.92,0
ill try this science experiment,0.19,0.32,0
boring prank,-0.5,0.32,0
impressive work! love the fashion haul,0.95,0.75,0
crystal clear! love the finance advice,0.94,0.94,0
too fast garden tour,-0.77,0.25,0
clickbait. still confused gaming clip,-0.77,0.1,1
boring book review,-0.37,0.3,0
misleading. useless music cover,-0.75,0.21,1
too slow tech unboxing,-0.6,0.38,0
well explained. saved me time dance,0.64,0.94,1
clickbait parenting tip,-0.56,0.13,0
cute!! love the prank,0.75,0.66,0
interesting parenting tip,-0.04,0.61,0
not helpful thrifting,-0.24,0.22,0
wholesome! love the garden tour,0.73,0.67,0
wholesome. this helped a lot movie recap,0.67,0.83,1
impressive work. practical tip music cover,0.95,0.95,1
this made my day. explained so well gaming clip,0.74,0.87,1
not helpful. not useful basketball highlight,-0.9,0.22,1
mixed feelings cleaning hack,-0.15,0.63,0
confusing. didnt explain the why recipe,-0.22,0.28,1
too slow knitting,-0.83,0.34,0
okay i guess workout,0.09,0.45,0
lifechanging tip. saved me time nail art,0.84,0.98,1
terrible explanation fashion haul,-0.84,0.15,0
decent dance,-0.05,0.54,0
inspiring. i learned something new travel vlog,0.64,0.82,1
mixed feelings life hack,0.13,0.38,0
too slow knitting,-0.24,0.11,0
too slow. didnt help street food,-0.69,0.27,1
not helpful music cover,-0.54,0.25,0
cringe. useless mindfulness,-0.88,0.0,1
wholesome! love the skincare,0.54,0.86,0
lifechanging tip! love the product review,0.8,0.8,0
well explained! love the comedy skit,0.73,0.77,0
kinda useful product review,0.17,0.46,0
lifechanging tip. i learned something new parenting tip,0.75,0.76,1
crystal clear. this answered my question science experiment,0.76,0.87,1
loved this. this helped a lot workout,0.9,0.73,1
interesting nail art,-0.15,0.49,0
too slow college vlog,-0.36,0.25,0
clickbait. didnt explain the why mindfulness,-0.3,0.2,1
terrible explanation budget meal,-0.32,0.36,0
okay i guess cooking fail,0.16,0.32,0
i learned a lot. helped me fix it coding,0.71,0.98,1
okay i guess dog video,0.11,0.34,0
not helpful. not helpful at all parenting tip,-0.79,0.16,1
genius idea! love the ai demo,0.56,0.96,0
could be better. kinda helpful for parenting tip,-0.04,0.67,1
waste of time. zero value product review,-0.94,0.03,1
ill try this. kinda helpful for cooking fail,0.24,0.59,1
interesting car mod,-0.2,0.59,0
this is gold! love the college vlog,0.9,0.78,0
could be better makeup,0.3,0.31,0
cute!. taking notes travel vlog,0.82,0.73,1
brilliant! love the photography,0.8,0.76,0
i learned a lot! love the makeup,0.55,0.68,0
kinda useful. somewhat useful for gaming clip,0.23,0.51,1
hmm car mod,0.02,0.67,0
cringe. missing steps finance advice,-0.67,0.13,1
cute!. practical tip product review,0.67,0.95,1
amazing content. helped me fix it makeup,0.7,0.94,1
interesting fashion haul,0.29,0.36,0
interesting. somewhat useful for mindfulness,-0.09,0.48,1
decent coding,0.06,0.57,0
could be better prank,-0.0,0.54,0
very entertaining! love the workout,0.84,0.67,0
confusing. still confused mindfulness,-0.79,0.11,1
crystal clear. useful for beginners street food,0.65,0.72,1
genius idea. i learned something new nail art,0.86,0.71,1
low effort. not helpful at all workout,-0.65,0.18,1
interesting. kinda helpful for book review,0.22,0.52,1
overhyped. not helpful at all nail art,-0.29,0.03,1
overhyped. didnt explain the why finance advice,-0.36,0.21,1
annoying tutorial,-0.59,0.22,0
interesting parenting tip,-0.12,0.68,0
too slow mindfulness,-0.64,0.02,0
not bad thrifting,-0.15,0.63,0
annoying. not helpful at all crypto explainer,-0.86,0.12,1
misleading. not useful parenting tip,-0.39,0.19,1
genius idea. practical tip mindfulness,0.64,0.99,1
ill try this. somewhat useful for garden tour,0.24,0.61,1
too fast life hack,-0.71,0.2,0
too slow thrifting,-0.79,0.07,0
okay i guess dog video,0.17,0.69,0
terrible explanation coding,-0.82,0.11,0
amazing content! love the crypto explainer,0.7,0.88,0
okay i guess book review,0.14,0.42,0
kinda useful cleaning hack,0.24,0.59,0
cute!! love the cat video,0.48,0.85,0
cute!. this answered my question basketball highlight,0.9,0.94,1
interesting skincare,0.2,0.55,0
hilarious. clear and useful dog video,0.81,1.0,1
hmm. kinda helpful for coding,-0.02,0.44,1
low effort science experiment,-0.53,0.11,0
inspiring. practical tip tutorial,0.91,0.93,1
solid advice. very helpful knitting,1.0,0.9,1
i learned a lot. this answered my question music cover,0.51,0.84,1
not bad recipe,-0.04,0.4,0
impressive work! love the tech unboxing,0.79,0.71,0
decent language lesson,-0.14,0.59,0
this made my day. clear and useful cleaning hack,0.55,0.89,1
kinda useful crypto explainer,-0.09,0.5,0
interesting. kinda helpful for parenting tip,-0.01,0.41,1
waste of time. useless tech unboxing,-0.68,0.06,1
boring. didnt learn anything comedy skit,-1.0,0.14,1
interesting garden tour,0.2,0.55,0
wholesome. taking notes tech unboxing,0.85,0.8,1
very entertaining! love the tech unboxing,0.52,0.83,0
misleading. didnt explain the why study tips,-0.56,0.24,1
i didnt get it music cover,-0.88,0.36,0
so good!. i can finally do this coding,0.55,0.98,1
misleading. this wont work hair tutorial,-0.2,0.25,1
crystal clear! love the study tips,0.44,0.86,0
boring asmr,-0.74,0.33,0
terrible explanation product review,-0.7,0.34,0
so good!! love the thrifting,0.5,0.81,0
mixed feelings movie recap,0.14,0.63,0
annoying. zero value basketball highlight,-0.82,0.28,1
very entertaining. saved me time tech unboxing,0.67,0.91,1
terrible explanation skincare,-0.42,0.08,0
okay i guess parenting tip,0.05,0.67,0
waste of time. this wont work resume tips,-0.62,0.2,1
genius idea. clear and useful life hack,0.6,0.93,1
hilarious. saved me time garden tour,0.55,0.76,1
i learned a lot! love the tech unboxing,0.88,0.84,0
inspiring! love the asmr,0.86,0.86,0
could be better. somewhat useful for fashion haul,0.16,0.68,1
not helpful workout,-0.26,0.18,0
interesting crypto explainer,0.14,0.32,0
so good!! love the budget meal,0.45,0.81,0
inspiring. clear and useful photography,0.69,0.95,1
cringe. missing steps productivity,-0.36,0.21,1
boring. not helpful at all travel vlog,-1.0,0.23,1
solid advice! love the fashion haul,0.68,0.77,0
terrible explanation. missing steps tech unboxing,-0.42,0.26,1
not bad nail art,0.02,0.44,0
okay i guess. kinda helpful for language lesson,0.25,0.64,1
overhyped. not helpful at all productivity,-0.33,0.26,1
boring product review,-0.74,0.32,0
cute!! love the book review,0.44,0.96,0
solid advice. this answered my question mindfulness,0.56,0.72,1
interesting. somewhat useful for cat video,-0.03,0.54,1
inspiring! love the cat video,0.81,0.78,0
hmm productivity,0.27,0.31,0
hmm product review,0.23,0.63,0
decent. somewhat useful for workout,0.06,0.55,1
could be better travel hack,-0.07,0.5,0
could be better skincare,0.02,0.52,0
okay i guess fashion haul,0.24,0.39,0
hmm dance,0.29,0.43,0
crystal clear. this answered my question recipe,0.83,0.75,1
not helpful. this wont work dog video,-0.57,0.05,1
clickbait book review,-0.35,0.32,0
loved this. taking notes tech unboxing,0.83,0.89,1
ill try this skincare,0.07,0.49,0
lifechanging tip. very helpful music cover,0.54,0.85,1
so good!. useful for beginners prank,0.52,0.83,1
confusing productivity,-0.56,0.27,0
lifechanging tip. super useful history fact,0.78,0.85,1
not helpful travel vlog,-0.65,0.27,0
ill try this budget meal,0.01,0.32,0
chefs kiss. very helpful cleaning hack,0.82,0.83,1
amazing content! love the ai demo,0.57,0.99,0
confusing. this wont work mindfulness,-0.72,0.22,1
i learned a lot! love the workout,0.69,0.88,0
waste of time. not helpful at all nail art,-0.95,0.01,1
wholesome! love the travel vlog,0.46,0.74,0
hmm street food,0.03,0.55,0
thanks for sharing comedy skit,0.05,0.44,0
inspiring. this helped a lot skincare,0.93,0.74,1
amazing content! love the motivation,0.67,0.9,0
too slow. didnt explain the why college vlog,-0.6,0.05,1
mixed feelings. somewhat useful for prank,0.19,0.48,1
brilliant. taking notes travel vlog,0.74,0.96,1
brilliant. helped me fix it hair tutorial,0.68,0.93,1
i didnt get it. this wont work art timelapse,-0.51,0.23,1
this is gold. bookmarked for later prank,0.64,0.77,1
thanks for sharing. somewhat useful for comedy skit,0.24,0.64,1
i didnt get it. useless language lesson,-0.99,0.11,1
this is gold! love the travel hack,0.43,0.96,0
loved this. taking notes cleaning hack,0.76,0.86,1
super helpful. this answered my question fashion haul,0.73,0.92,1
annoying productivity,-0.42,0.38,0
impressive work. taking notes product review,0.57,0.74,1
terrible explanation life hack,-0.98,0.15,0
hilarious! love the travel vlog,0.99,0.69,0
low effort. missing steps movie recap,-0.73,0.14,1
overhyped product review,-0.61,0.08,0
too slow prank,-0.98,0.0,0
waste of time college vlog,-0.41,0.23,0
clickbait dog video,-0.47,0.09,0
hilarious! love the home decor,0.62,0.68,0
hmm tech unboxing,-0.12,0.43,0
waste of time. didnt explain the why language lesson,-0.78,0.06,1
cringe mindfulness,-0.45,0.24,0
hilarious. taking notes product review,0.69,0.96,1
decent ai demo,-0.16,0.41,0
could be better product review,-0.16,0.55,0
overhyped. no real tips workout,-0.61,0.21,1
not helpful art timelapse,-0.48,0.1,0
very entertaining! love the thrifting,0.59,0.61,0
crystal clear. helped me fix it nail art,0.81,0.86,1
too fast resume tips,-0.69,0.21,0
kinda useful. somewhat useful for recipe,0.28,0.45,1
could be better. somewhat useful for travel hack,0.13,0.69,1
crystal clear! love the book review,0.69,0.91,0
cute!! love the life hack,0.91,0.68,0
overhyped street food,-0.6,0.27,0
well explained. saved me time movie recap,0.78,1.0,1
wholesome! love the garden tour,0.56,0.65,0
not bad gaming clip,0.04,0.64,0
brilliant. i learned something new parenting tip,0.85,0.81,1
crystal clear. very helpful movie recap,0.56,0.85,1
amazing content. practical tip basketball highlight,0.78,0.86,1
okay i guess. kinda helpful for travel vlog,-0.14,0.66,1
this made my day. saved me time science experiment,0.79,0.73,1
hilarious! love the music cover,0.9,0.9,0
super helpful. helped me fix it dog video,0.54,0.9,1
thanks for sharing crypto explainer,0.22,0.52,0
solid advice! love the hair tutorial,0.45,0.88,0
cute!. taking notes motivation,0.68,0.92,1
confusing. useless college vlog,-0.29,0.21,1
genius idea. i learned something new science experiment,0.71,0.91,1
misleading. didnt help language lesson,-0.97,0.15,1
mixed feelings. kinda helpful for art timelapse,0.1,0.44,1
inspiring! love the photography,0.9,0.66,0
mixed feelings tutorial,0.01,0.57,0
well explained! love the prank,0.71,0.98,0
inspiring. helped me fix it car mod,0.51,0.71,1
solid advice. this helped a lot street food,0.66,0.73,1
genius idea. this answered my question cleaning hack,0.61,0.93,1
annoying comedy skit,-0.43,0.14,0
clickbait. didnt help ai demo,-0.39,0.15,1
brilliant. practical tip hair tutorial,0.76,0.73,1
lifechanging tip. explained so well hair tutorial,0.52,0.93,1
inspiring! love the history fact,0.63,0.96,0
hmm car mod,0.12,0.65,0
wholesome! love the crypto explainer,0.57,0.68,0
